,gender,race,age,number of prior convictions,recidivist,recidivism risk score,first name,last name,full name,risk assessment date,date of birth
2010,Female,African-American,24,1,0,9,Jane,Doe,Jane Doe,2017-03-18,1993-03-18
2011,Male,African-American,25,15,1,9,John,Doe,John Doe,2019-05-06,1994-05-05
2012,Male,African-American,38,15,1,7,John,Doe,John Doe,2018-03-03,1980-03-02
2013,Male,African-American,20,0,1,10,John,Doe,John Doe,2018-01-02,1998-01-02
2014,Male,Caucasian,42,1,0,2,John,Doe,John Doe,2019-11-04,1977-11-03
2015,Male,African-American,33,6,0,6,John,Doe,John Doe,2019-05-16,1986-05-15
2016,Male,Caucasian,24,0,0,4,John,Doe,John Doe,2017-08-15,1993-08-15
2017,Male,Hispanic,32,20,0,10,John,Doe,John Doe,2018-12-20,1986-12-20
2018,Male,African-American,39,8,0,4,John,Doe,John Doe,2017-03-11,1978-03-11
2019,Male,African-American,36,0,0,4,John,Doe,John Doe,2018-02-25,1982-02-25
2020,Male,African-American,24,9,1,9,John,Doe,John Doe,2017-01-29,1993-01-29
2021,Male,African-American,51,0,0,1,John,Doe,John Doe,2018-11-13,1967-11-13
2022,Male,African-American,29,2,0,3,John,Doe,John Doe,2019-08-23,1990-08-22
2023,Female,African-American,21,1,0,9,Jane,Doe,Jane Doe,2017-10-26,1996-10-25
2024,Male,African-American,30,0,0,2,John,Doe,John Doe,2018-08-27,1988-08-26
2025,Male,Caucasian,31,0,0,1,John,Doe,John Doe,2019-11-28,1988-11-27
2026,Female,African-American,33,0,0,2,Jane,Doe,Jane Doe,2019-01-30,1986-01-29
2027,Male,African-American,28,8,1,8,John,Doe,John Doe,2018-03-25,1990-03-25
2028,Male,Other,31,1,0,1,John,Doe,John Doe,2018-06-05,1987-06-05
2029,Male,African-American,49,3,0,4,John,Doe,John Doe,2019-03-17,1970-03-17
2030,Male,Other,40,1,0,1,John,Doe,John Doe,2018-03-18,1978-03-18
2031,Female,Caucasian,21,0,0,6,Jane,Doe,Jane Doe,2018-08-18,1997-08-17
2032,Male,Caucasian,52,3,0,9,John,Doe,John Doe,2018-02-07,1966-02-07
2033,Female,Caucasian,49,4,0,5,Jane,Doe,Jane Doe,2018-12-25,1969-12-25
2034,Female,Other,41,2,0,3,Jane,Doe,Jane Doe,2019-01-23,1978-01-23
2035,Female,Caucasian,22,0,0,9,Jane,Doe,Jane Doe,2017-12-04,1995-12-04
2036,Male,African-American,20,0,0,4,John,Doe,John Doe,2018-10-28,1998-10-28
2037,Male,African-American,52,0,0,1,John,Doe,John Doe,2017-07-11,1965-07-11
2038,Male,Asian,48,0,0,1,John,Doe,John Doe,2019-08-31,1971-08-31
2039,Female,African-American,29,0,0,10,Jane,Doe,Jane Doe,2019-06-29,1990-06-28
2040,Male,African-American,27,12,1,8,John,Doe,John Doe,2018-02-25,1991-02-25
2041,Male,African-American,47,0,1,8,John,Doe,John Doe,2018-09-10,1971-09-10
2042,Male,African-American,40,21,0,5,John,Doe,John Doe,2018-05-10,1978-05-10
2043,Male,Caucasian,21,1,0,3,John,Doe,John Doe,2019-04-20,1998-04-19
2044,Male,African-American,27,1,0,2,John,Doe,John Doe,2018-06-18,1991-06-18
2045,Male,Caucasian,22,1,0,5,John,Doe,John Doe,2017-01-29,1995-01-29
2046,Male,Caucasian,25,2,0,8,John,Doe,John Doe,2017-04-08,1992-04-07
2047,Male,Caucasian,26,8,1,10,John,Doe,John Doe,2019-12-08,1993-12-07
2048,Female,African-American,28,1,0,2,Jane,Doe,Jane Doe,2017-03-04,1989-03-04
2049,Male,Caucasian,29,2,1,5,John,Doe,John Doe,2019-10-12,1990-10-11
2050,Male,African-American,32,0,0,4,John,Doe,John Doe,2018-02-05,1986-02-05
2051,Male,Caucasian,30,0,0,1,John,Doe,John Doe,2017-12-10,1987-12-10
2052,Male,African-American,37,6,0,3,John,Doe,John Doe,2017-03-17,1980-03-17
2053,Male,African-American,59,0,0,1,John,Doe,John Doe,2017-07-14,1958-07-14
2054,Male,Hispanic,35,7,0,7,John,Doe,John Doe,2017-09-29,1982-09-29
2055,Male,African-American,26,9,1,8,John,Doe,John Doe,2017-04-11,1991-04-11
2056,Male,Caucasian,43,9,0,6,John,Doe,John Doe,2019-09-20,1976-09-19
2057,Female,African-American,50,1,0,1,Jane,Doe,Jane Doe,2018-02-14,1968-02-14
2058,Male,African-American,27,5,0,5,John,Doe,John Doe,2017-02-23,1990-02-23
2059,Male,African-American,31,7,0,4,John,Doe,John Doe,2017-07-30,1986-07-30
2060,Male,Caucasian,40,0,1,1,John,Doe,John Doe,2018-02-11,1978-02-11
2061,Female,Caucasian,52,1,0,1,Jane,Doe,Jane Doe,2019-07-21,1967-07-21
2062,Male,Hispanic,35,0,1,2,John,Doe,John Doe,2018-04-07,1983-04-07
2063,Male,Hispanic,24,2,1,8,John,Doe,John Doe,2018-04-01,1994-04-01
2064,Male,African-American,35,1,0,5,John,Doe,John Doe,2019-10-09,1984-10-08
2065,Female,Caucasian,33,3,1,6,Jane,Doe,Jane Doe,2017-04-21,1984-04-20
2066,Male,African-American,21,0,1,10,John,Doe,John Doe,2017-11-05,1996-11-04
2067,Male,African-American,49,1,0,1,John,Doe,John Doe,2017-11-27,1968-11-27
2068,Male,African-American,37,4,0,2,John,Doe,John Doe,2019-07-21,1982-07-21
2069,Male,Caucasian,51,0,0,1,John,Doe,John Doe,2018-09-15,1967-09-15
2070,Male,African-American,24,2,0,4,John,Doe,John Doe,2017-07-18,1993-07-18
2071,Male,African-American,48,6,0,3,John,Doe,John Doe,2019-02-28,1971-02-28
2072,Male,African-American,52,9,1,8,John,Doe,John Doe,2017-05-18,1965-05-18
2073,Female,Caucasian,35,2,0,3,Jane,Doe,Jane Doe,2017-04-08,1982-04-08
2074,Male,African-American,52,16,1,8,John,Doe,John Doe,2019-04-23,1967-04-23
2075,Female,Hispanic,38,20,1,9,Jane,Doe,Jane Doe,2017-06-13,1979-06-13
2076,Male,Hispanic,64,1,0,1,John,Doe,John Doe,2017-12-07,1953-12-07
2077,Male,African-American,48,1,0,1,John,Doe,John Doe,2019-06-03,1971-06-03
2078,Male,African-American,38,2,0,1,John,Doe,John Doe,2019-06-29,1981-06-28
2079,Male,Caucasian,39,1,0,1,John,Doe,John Doe,2019-06-02,1980-06-01
2080,Male,Caucasian,31,6,1,5,John,Doe,John Doe,2018-12-20,1987-12-20
2081,Male,Caucasian,22,0,0,4,John,Doe,John Doe,2018-01-29,1996-01-29
2082,Male,African-American,54,12,1,5,John,Doe,John Doe,2018-05-25,1964-05-24
2083,Male,Caucasian,25,9,1,10,John,Doe,John Doe,2019-09-16,1994-09-15
2084,Male,African-American,30,11,0,10,John,Doe,John Doe,2019-06-17,1989-06-16
2085,Male,African-American,41,9,1,9,John,Doe,John Doe,2018-09-26,1977-09-26
2086,Male,African-American,42,1,0,1,John,Doe,John Doe,2017-01-11,1975-01-11
2087,Male,Caucasian,30,1,0,8,John,Doe,John Doe,2018-03-23,1988-03-22
2088,Female,Hispanic,33,0,0,2,Jane,Doe,Jane Doe,2019-01-22,1986-01-21
2089,Male,Hispanic,40,0,0,2,John,Doe,John Doe,2019-06-22,1979-06-22
2090,Male,African-American,27,9,1,7,John,Doe,John Doe,2017-11-17,1990-11-17
2091,Male,Caucasian,26,5,0,4,John,Doe,John Doe,2018-01-05,1992-01-05
2092,Male,African-American,26,6,0,6,John,Doe,John Doe,2017-10-03,1991-10-03
2093,Male,Caucasian,21,0,0,3,John,Doe,John Doe,2017-12-18,1996-12-17
2094,Male,Other,31,0,0,3,John,Doe,John Doe,2018-08-26,1987-08-26
2095,Male,African-American,45,3,0,2,John,Doe,John Doe,2019-04-18,1974-04-18
2096,Male,Caucasian,42,6,0,3,John,Doe,John Doe,2017-10-04,1975-10-04
2097,Male,African-American,61,2,0,8,John,Doe,John Doe,2018-02-19,1957-02-19
2098,Male,African-American,27,8,1,7,John,Doe,John Doe,2019-05-29,1992-05-28
2099,Female,Caucasian,25,0,0,3,Jane,Doe,Jane Doe,2017-05-30,1992-05-29
2100,Male,African-American,23,1,1,6,John,Doe,John Doe,2017-03-16,1994-03-16
2101,Male,African-American,35,2,0,1,John,Doe,John Doe,2017-10-03,1982-10-03
2102,Female,Caucasian,30,2,1,1,Jane,Doe,Jane Doe,2017-08-21,1987-08-21
2103,Male,African-American,25,3,0,7,John,Doe,John Doe,2018-09-16,1993-09-15
2104,Male,Caucasian,35,1,0,2,John,Doe,John Doe,2018-11-21,1983-11-21
2105,Female,African-American,20,0,1,7,Jane,Doe,Jane Doe,2017-07-31,1997-07-31
2106,Male,Other,31,2,1,2,John,Doe,John Doe,2017-11-13,1986-11-13
2107,Male,African-American,56,6,0,2,John,Doe,John Doe,2019-07-21,1963-07-21
2108,Female,African-American,30,4,0,3,Jane,Doe,Jane Doe,2018-04-12,1988-04-11
2109,Male,African-American,20,4,1,10,John,Doe,John Doe,2019-12-21,1999-12-21
2110,Male,Caucasian,46,0,0,1,John,Doe,John Doe,2017-03-27,1971-03-27
2111,Male,Caucasian,29,1,0,1,John,Doe,John Doe,2017-11-22,1988-11-21
2112,Female,Caucasian,39,0,0,1,Jane,Doe,Jane Doe,2018-05-31,1979-05-31
2113,Male,African-American,22,0,1,3,John,Doe,John Doe,2017-11-08,1995-11-08
2114,Male,Other,61,0,0,1,John,Doe,John Doe,2018-12-16,1957-12-16
2115,Female,Other,35,0,0,1,Jane,Doe,Jane Doe,2017-09-30,1982-09-30
2116,Female,African-American,22,0,0,3,Jane,Doe,Jane Doe,2018-03-25,1996-03-24
2117,Male,Caucasian,39,3,0,2,John,Doe,John Doe,2017-12-27,1978-12-27
2118,Male,African-American,30,18,0,10,John,Doe,John Doe,2018-10-25,1988-10-24
2119,Male,African-American,51,8,0,5,John,Doe,John Doe,2017-11-27,1966-11-27
2120,Male,African-American,18,4,1,5,John,Doe,John Doe,2018-05-10,2000-05-09
2121,Male,African-American,49,4,0,2,John,Doe,John Doe,2019-10-07,1970-10-07
2122,Male,Caucasian,34,13,1,8,John,Doe,John Doe,2019-08-04,1985-08-03
2123,Male,Caucasian,42,1,1,3,John,Doe,John Doe,2018-06-24,1976-06-23
2124,Female,Other,24,2,1,4,Jane,Doe,Jane Doe,2018-01-09,1994-01-09
2125,Male,Native American,37,0,0,2,John,Doe,John Doe,2019-11-11,1982-11-11
2126,Male,Hispanic,45,8,0,7,John,Doe,John Doe,2017-10-10,1972-10-10
2127,Male,African-American,59,2,0,1,John,Doe,John Doe,2017-08-28,1958-08-28
2128,Male,Caucasian,39,0,0,1,John,Doe,John Doe,2019-03-21,1980-03-20
2129,Male,African-American,60,0,1,1,John,Doe,John Doe,2019-12-01,1959-12-01
2130,Male,African-American,45,7,0,1,John,Doe,John Doe,2019-10-13,1974-10-13
2131,Male,Other,24,0,0,6,John,Doe,John Doe,2017-09-20,1993-09-20
2132,Male,Caucasian,22,0,1,5,John,Doe,John Doe,2017-09-17,1995-09-17
2133,Male,Caucasian,49,0,0,1,John,Doe,John Doe,2018-08-29,1969-08-29
2134,Female,Hispanic,38,20,1,9,Jane,Doe,Jane Doe,2019-12-11,1981-12-10
2135,Male,African-American,28,4,1,2,John,Doe,John Doe,2017-08-09,1989-08-09
2136,Female,Other,24,0,0,3,Jane,Doe,Jane Doe,2017-05-25,1993-05-25
2137,Male,Caucasian,56,0,0,1,John,Doe,John Doe,2019-10-08,1963-10-08
2138,Male,Caucasian,22,1,0,6,John,Doe,John Doe,2017-10-29,1995-10-29
2139,Male,African-American,33,14,1,8,John,Doe,John Doe,2019-03-12,1986-03-11
2140,Male,Hispanic,46,0,0,1,John,Doe,John Doe,2019-07-25,1973-07-24
2141,Male,Caucasian,27,0,0,1,John,Doe,John Doe,2017-04-09,1990-04-09
2142,Male,Other,24,1,1,4,John,Doe,John Doe,2019-08-23,1995-08-23
2143,Male,Caucasian,46,1,0,1,John,Doe,John Doe,2018-01-03,1972-01-03
2144,Male,African-American,25,0,0,3,John,Doe,John Doe,2019-09-06,1994-09-05
2145,Male,African-American,32,22,1,9,John,Doe,John Doe,2019-05-18,1987-05-18
2146,Male,African-American,48,10,0,4,John,Doe,John Doe,2018-02-20,1970-02-20
2147,Male,Caucasian,36,2,0,1,John,Doe,John Doe,2017-02-04,1981-02-04
2148,Male,African-American,41,9,0,9,John,Doe,John Doe,2019-01-05,1978-01-05
2149,Male,Caucasian,49,0,0,1,John,Doe,John Doe,2019-10-06,1970-10-06
2150,Male,Caucasian,40,9,0,9,John,Doe,John Doe,2017-05-03,1977-05-03
2151,Male,African-American,24,0,0,7,John,Doe,John Doe,2019-10-10,1995-10-10
2152,Male,African-American,21,0,0,5,John,Doe,John Doe,2018-12-19,1997-12-18
2153,Female,African-American,28,4,0,4,Jane,Doe,Jane Doe,2018-08-07,1990-08-07
2154,Female,Hispanic,32,0,0,1,Jane,Doe,Jane Doe,2017-01-01,1985-01-01
2155,Male,African-American,35,1,0,2,John,Doe,John Doe,2018-05-07,1983-05-07
2156,Male,Caucasian,29,0,1,4,John,Doe,John Doe,2018-11-01,1989-10-31
2157,Male,Other,21,0,0,4,John,Doe,John Doe,2017-05-26,1996-05-25
2158,Female,African-American,26,6,1,6,Jane,Doe,Jane Doe,2018-02-18,1992-02-18
2159,Male,Caucasian,21,2,1,9,John,Doe,John Doe,2019-03-22,1998-03-21
2160,Male,Hispanic,60,0,0,1,John,Doe,John Doe,2019-11-18,1959-11-18
2161,Female,Caucasian,25,0,0,4,Jane,Doe,Jane Doe,2018-06-02,1993-06-01
2162,Female,African-American,29,1,1,2,Jane,Doe,Jane Doe,2017-08-21,1988-08-20
2163,Male,Other,53,0,0,1,John,Doe,John Doe,2017-09-22,1964-09-22
2164,Male,Caucasian,44,0,0,1,John,Doe,John Doe,2019-03-06,1975-03-06
2165,Male,African-American,44,0,0,2,John,Doe,John Doe,2017-08-06,1973-08-06
2166,Male,Other,47,0,0,1,John,Doe,John Doe,2019-08-12,1972-08-11
2167,Male,Hispanic,55,0,0,1,John,Doe,John Doe,2019-02-21,1964-02-21
2168,Male,Caucasian,39,3,1,1,John,Doe,John Doe,2017-02-07,1978-02-07
2169,Female,Hispanic,22,1,0,4,Jane,Doe,Jane Doe,2017-09-29,1995-09-29
2170,Male,African-American,27,2,0,3,John,Doe,John Doe,2017-11-08,1990-11-08
2171,Male,Other,36,0,0,1,John,Doe,John Doe,2018-11-21,1982-11-21
2172,Male,Caucasian,43,2,0,1,John,Doe,John Doe,2017-09-22,1974-09-22
2173,Female,Caucasian,26,0,0,5,Jane,Doe,Jane Doe,2017-11-12,1991-11-12
2174,Male,African-American,26,3,0,4,John,Doe,John Doe,2019-05-29,1993-05-28
2175,Male,African-American,22,2,1,7,John,Doe,John Doe,2019-10-08,1997-10-07
2176,Male,Caucasian,49,4,1,8,John,Doe,John Doe,2017-09-27,1968-09-27
2177,Male,African-American,36,5,0,3,John,Doe,John Doe,2017-02-26,1981-02-26
2178,Female,Caucasian,43,0,0,1,Jane,Doe,Jane Doe,2017-02-11,1974-02-11
2179,Female,Caucasian,29,0,0,6,Jane,Doe,Jane Doe,2017-05-23,1988-05-22
2180,Male,African-American,30,1,0,7,John,Doe,John Doe,2018-07-22,1988-07-21
2181,Male,Hispanic,24,1,0,4,John,Doe,John Doe,2018-08-04,1994-08-04
2182,Female,Caucasian,60,2,0,1,Jane,Doe,Jane Doe,2018-02-14,1958-02-14
2183,Female,African-American,20,0,0,6,Jane,Doe,Jane Doe,2018-02-14,1998-02-14
2184,Male,African-American,27,3,0,4,John,Doe,John Doe,2019-05-07,1992-05-06
2185,Female,Caucasian,54,0,0,1,Jane,Doe,Jane Doe,2018-03-21,1964-03-20
2186,Male,Hispanic,30,0,0,7,John,Doe,John Doe,2017-06-29,1987-06-29
2187,Male,African-American,35,1,0,4,John,Doe,John Doe,2018-02-19,1983-02-19
2188,Male,Other,56,0,0,1,John,Doe,John Doe,2017-03-14,1961-03-14
2189,Male,Hispanic,25,4,0,4,John,Doe,John Doe,2018-02-05,1993-02-04
2190,Male,Caucasian,23,3,1,8,John,Doe,John Doe,2018-03-14,1995-03-14
2191,Female,African-American,30,14,1,10,Jane,Doe,Jane Doe,2017-02-26,1987-02-26
2192,Male,Caucasian,54,0,0,1,John,Doe,John Doe,2017-03-02,1963-03-02
2193,Male,Caucasian,56,5,1,7,John,Doe,John Doe,2017-05-15,1961-05-15
2194,Male,Caucasian,39,3,0,3,John,Doe,John Doe,2017-04-10,1978-04-10
2195,Female,African-American,65,0,0,1,Jane,Doe,Jane Doe,2018-09-06,1953-09-06
2196,Male,Caucasian,31,6,0,7,John,Doe,John Doe,2017-02-19,1986-02-19
2197,Male,Caucasian,20,0,0,4,John,Doe,John Doe,2017-05-17,1997-05-17
2198,Male,African-American,30,3,0,5,John,Doe,John Doe,2017-06-24,1987-06-24
2199,Male,African-American,61,12,0,3,John,Doe,John Doe,2019-12-29,1958-12-29
2200,Female,Caucasian,52,6,0,1,Jane,Doe,Jane Doe,2019-11-26,1967-11-26
2201,Male,Caucasian,43,0,0,4,John,Doe,John Doe,2018-09-23,1975-09-23
2202,Male,African-American,26,3,0,4,John,Doe,John Doe,2018-11-26,1992-11-25
2203,Female,African-American,40,2,0,5,Jane,Doe,Jane Doe,2017-01-15,1977-01-15
2204,Male,African-American,40,21,0,5,John,Doe,John Doe,2017-04-10,1977-04-10
2205,Male,African-American,26,4,1,9,John,Doe,John Doe,2019-09-04,1993-09-03
2206,Male,African-American,30,11,0,10,John,Doe,John Doe,2018-08-08,1988-08-07
2207,Male,Caucasian,23,0,0,3,John,Doe,John Doe,2017-12-19,1994-12-19
2208,Male,Hispanic,21,2,1,7,John,Doe,John Doe,2018-11-23,1997-11-22
2209,Female,African-American,56,0,0,1,Jane,Doe,Jane Doe,2018-02-24,1962-02-24
2210,Female,African-American,30,1,0,2,Jane,Doe,Jane Doe,2018-04-18,1988-04-17
2211,Male,Caucasian,25,1,0,6,John,Doe,John Doe,2018-09-15,1993-09-14
2212,Male,African-American,21,1,0,7,John,Doe,John Doe,2017-12-07,1996-12-06
2213,Male,African-American,27,8,1,5,John,Doe,John Doe,2017-09-14,1990-09-14
2214,Male,Caucasian,39,0,0,3,John,Doe,John Doe,2017-12-10,1978-12-10
2215,Male,African-American,24,1,0,7,John,Doe,John Doe,2019-01-26,1995-01-26
2216,Male,African-American,23,0,0,9,John,Doe,John Doe,2018-04-04,1995-04-04
2217,Male,African-American,22,0,0,9,John,Doe,John Doe,2018-03-03,1996-03-02
2218,Male,Caucasian,39,2,0,3,John,Doe,John Doe,2017-10-20,1978-10-20
2219,Male,Asian,24,0,0,3,John,Doe,John Doe,2019-07-23,1995-07-23
2220,Male,African-American,28,6,1,10,John,Doe,John Doe,2017-03-15,1989-03-15
2221,Male,African-American,32,9,0,10,John,Doe,John Doe,2019-09-14,1987-09-14
2222,Male,African-American,25,2,0,4,John,Doe,John Doe,2017-02-28,1992-02-28
2223,Male,Caucasian,43,1,0,1,John,Doe,John Doe,2019-06-11,1976-06-10
2224,Male,African-American,28,3,0,2,John,Doe,John Doe,2019-09-21,1991-09-21
2225,Male,Caucasian,50,1,0,2,John,Doe,John Doe,2017-03-18,1967-03-18
2226,Male,African-American,51,3,0,3,John,Doe,John Doe,2019-04-11,1968-04-10
2227,Female,African-American,35,6,1,2,Jane,Doe,Jane Doe,2019-10-18,1984-10-17
2228,Male,Caucasian,49,3,0,1,John,Doe,John Doe,2018-03-14,1969-03-14
2229,Male,Hispanic,31,1,0,6,John,Doe,John Doe,2019-03-03,1988-03-02
2230,Female,African-American,22,2,0,5,Jane,Doe,Jane Doe,2019-11-10,1997-11-09
2231,Male,Caucasian,38,0,1,3,John,Doe,John Doe,2019-03-25,1981-03-24
2232,Female,Other,28,0,0,2,Jane,Doe,Jane Doe,2019-01-18,1991-01-18
2233,Female,Caucasian,22,0,0,3,Jane,Doe,Jane Doe,2018-04-18,1996-04-17
2234,Male,African-American,54,1,0,3,John,Doe,John Doe,2018-08-17,1964-08-16
2235,Male,Other,36,0,0,1,John,Doe,John Doe,2019-04-09,1983-04-09
2236,Female,Caucasian,34,0,0,2,Jane,Doe,Jane Doe,2017-07-30,1983-07-30
2237,Male,Hispanic,41,2,0,2,John,Doe,John Doe,2018-10-20,1977-10-20
2238,Female,Caucasian,25,0,0,3,Jane,Doe,Jane Doe,2017-05-01,1992-04-30
2239,Male,Caucasian,22,0,0,3,John,Doe,John Doe,2019-01-26,1997-01-25
2240,Male,African-American,45,3,0,9,John,Doe,John Doe,2017-07-20,1972-07-20
2241,Male,African-American,35,2,0,7,John,Doe,John Doe,2019-11-02,1984-11-01
2242,Male,African-American,32,4,1,6,John,Doe,John Doe,2018-09-01,1986-09-01
2243,Male,African-American,35,1,0,8,John,Doe,John Doe,2019-05-16,1984-05-15
2244,Male,African-American,29,0,0,8,John,Doe,John Doe,2017-04-15,1988-04-14
2245,Female,African-American,44,0,0,1,Jane,Doe,Jane Doe,2019-11-02,1975-11-02
2246,Female,Caucasian,53,0,0,1,Jane,Doe,Jane Doe,2019-02-27,1966-02-27
2247,Male,African-American,30,1,0,8,John,Doe,John Doe,2018-12-09,1988-12-08
2248,Male,African-American,43,0,1,1,John,Doe,John Doe,2019-03-24,1976-03-23
2249,Male,African-American,26,6,0,6,John,Doe,John Doe,2018-11-16,1992-11-15
2250,Male,African-American,31,5,1,4,John,Doe,John Doe,2018-10-19,1987-10-19
2251,Male,African-American,49,4,0,1,John,Doe,John Doe,2019-05-06,1970-05-06
2252,Male,Caucasian,19,0,1,6,John,Doe,John Doe,2017-12-29,1998-12-29
2253,Male,African-American,46,2,0,9,John,Doe,John Doe,2019-09-07,1973-09-06
2254,Male,African-American,23,1,0,4,John,Doe,John Doe,2018-06-15,1995-06-15
2255,Male,Hispanic,55,0,0,1,John,Doe,John Doe,2019-04-01,1964-03-31
2256,Female,African-American,35,7,1,6,Jane,Doe,Jane Doe,2018-02-17,1983-02-17
2257,Male,Caucasian,52,7,0,2,John,Doe,John Doe,2017-04-30,1965-04-30
2258,Male,African-American,27,2,0,3,John,Doe,John Doe,2017-10-29,1990-10-29
2259,Female,African-American,28,5,0,8,Jane,Doe,Jane Doe,2019-06-09,1991-06-09
2260,Male,African-American,61,5,0,2,John,Doe,John Doe,2017-01-22,1956-01-23
2261,Female,African-American,22,0,0,4,Jane,Doe,Jane Doe,2018-03-07,1996-03-06
2262,Female,Caucasian,39,0,1,1,Jane,Doe,Jane Doe,2017-04-23,1978-04-23
2263,Male,Caucasian,44,6,0,3,John,Doe,John Doe,2020-01-01,1976-01-01
2264,Female,Caucasian,43,7,0,8,Jane,Doe,Jane Doe,2018-04-15,1975-04-15
2265,Male,African-American,35,4,0,5,John,Doe,John Doe,2017-05-18,1982-05-18
2266,Male,Caucasian,58,3,0,2,John,Doe,John Doe,2017-03-11,1959-03-11
2267,Male,Other,23,2,0,7,John,Doe,John Doe,2017-06-19,1994-06-19
2268,Male,African-American,36,2,1,3,John,Doe,John Doe,2017-12-23,1981-12-23
2269,Male,Hispanic,63,1,0,1,John,Doe,John Doe,2019-11-04,1956-11-03
2270,Male,Caucasian,58,0,0,1,John,Doe,John Doe,2018-03-20,1960-03-19
2271,Male,Other,32,0,0,1,John,Doe,John Doe,2019-05-03,1987-05-03
2272,Male,Caucasian,21,4,1,7,John,Doe,John Doe,2019-02-07,1998-02-06
2273,Male,Other,21,0,1,3,John,Doe,John Doe,2019-11-07,1998-11-06
2274,Male,African-American,34,0,1,1,John,Doe,John Doe,2017-08-20,1983-08-20
2275,Female,Caucasian,24,0,0,5,Jane,Doe,Jane Doe,2017-11-27,1993-11-27
2276,Male,African-American,54,1,0,3,John,Doe,John Doe,2019-12-13,1965-12-12
2277,Male,Caucasian,46,0,0,5,John,Doe,John Doe,2019-11-10,1973-11-09
2278,Male,Other,37,1,0,1,John,Doe,John Doe,2019-02-25,1982-02-25
2279,Male,African-American,33,0,1,10,John,Doe,John Doe,2019-10-20,1986-10-19
2280,Male,Other,45,0,0,1,John,Doe,John Doe,2019-08-22,1974-08-22
2281,Male,Hispanic,28,3,0,5,John,Doe,John Doe,2019-06-30,1991-06-30
2282,Female,Other,20,1,0,4,Jane,Doe,Jane Doe,2019-11-19,1999-11-19
2283,Male,Caucasian,39,5,0,3,John,Doe,John Doe,2019-11-28,1980-11-27
2284,Male,African-American,29,7,0,3,John,Doe,John Doe,2018-12-12,1989-12-11
2285,Male,Caucasian,28,11,1,6,John,Doe,John Doe,2017-08-16,1989-08-16
2286,Male,African-American,22,3,0,9,John,Doe,John Doe,2017-11-21,1995-11-21
2287,Male,Caucasian,21,2,0,6,John,Doe,John Doe,2017-08-14,1996-08-13
2288,Male,African-American,39,1,0,4,John,Doe,John Doe,2019-10-22,1980-10-21
2289,Male,Caucasian,35,1,0,1,John,Doe,John Doe,2018-11-27,1983-11-27
2290,Female,Caucasian,21,1,0,6,Jane,Doe,Jane Doe,2018-06-26,1997-06-25
2291,Male,African-American,63,3,0,9,John,Doe,John Doe,2018-11-02,1955-11-02
2292,Female,Caucasian,51,0,0,1,Jane,Doe,Jane Doe,2019-02-23,1968-02-23
2293,Male,African-American,33,0,0,1,John,Doe,John Doe,2019-03-05,1986-03-04
2294,Male,African-American,29,1,0,8,John,Doe,John Doe,2018-04-19,1989-04-18
2295,Male,Hispanic,29,2,0,4,John,Doe,John Doe,2019-08-24,1990-08-23
2296,Female,Caucasian,24,0,0,8,Jane,Doe,Jane Doe,2017-08-25,1993-08-25
2297,Male,Caucasian,42,0,0,1,John,Doe,John Doe,2019-02-20,1977-02-19
2298,Male,African-American,23,2,0,9,John,Doe,John Doe,2018-06-22,1995-06-22
2299,Male,Caucasian,32,6,0,5,John,Doe,John Doe,2019-06-22,1987-06-22
2300,Male,Other,39,6,0,5,John,Doe,John Doe,2018-02-05,1979-02-05
2301,Male,Hispanic,32,1,0,3,John,Doe,John Doe,2018-07-13,1986-07-13
2302,Male,African-American,32,4,0,10,John,Doe,John Doe,2019-06-04,1987-06-04
2303,Male,Hispanic,30,0,0,2,John,Doe,John Doe,2019-07-11,1989-07-10
2304,Male,African-American,37,2,0,1,John,Doe,John Doe,2017-04-30,1980-04-30
2305,Male,African-American,27,2,0,7,John,Doe,John Doe,2019-05-12,1992-05-11
2306,Male,African-American,39,1,0,4,John,Doe,John Doe,2017-09-01,1978-09-01
2307,Male,African-American,22,3,0,7,John,Doe,John Doe,2019-08-18,1997-08-17
2308,Male,Caucasian,25,0,0,9,John,Doe,John Doe,2018-06-03,1993-06-02
2309,Female,African-American,29,0,0,2,Jane,Doe,Jane Doe,2019-12-31,1990-12-30
2310,Female,African-American,37,7,0,3,Jane,Doe,Jane Doe,2019-10-05,1982-10-05
2311,Male,African-American,60,2,0,1,John,Doe,John Doe,2018-01-21,1958-01-21
2312,Male,Caucasian,27,0,0,4,John,Doe,John Doe,2017-06-18,1990-06-18
2313,Female,African-American,24,0,0,3,Jane,Doe,Jane Doe,2018-02-14,1994-02-14
2314,Male,African-American,37,4,0,3,John,Doe,John Doe,2017-03-02,1980-03-02
2315,Male,African-American,32,7,1,8,John,Doe,John Doe,2017-04-10,1985-04-10
2316,Male,Caucasian,33,7,1,9,John,Doe,John Doe,2019-05-29,1986-05-28
2317,Male,African-American,22,2,1,9,John,Doe,John Doe,2019-01-08,1997-01-07
2318,Male,Caucasian,25,1,0,6,John,Doe,John Doe,2017-06-03,1992-06-02
2319,Male,Caucasian,29,5,0,2,John,Doe,John Doe,2019-07-20,1990-07-19
2320,Female,African-American,39,1,0,1,Jane,Doe,Jane Doe,2017-11-29,1978-11-29
2321,Female,African-American,31,1,0,5,Jane,Doe,Jane Doe,2017-04-08,1986-04-08
